blockNumber,blockTimestamp,parentBlockHash,blockDifficulty,tokenId,heroSeed,heroRarity
13756326,1640354461,0xe74d32c74565cfde6b77b35e0abd260b1243d9a2fda3fd5ff635990b1f301118,2,7382056,199350697765513460038262367272,0
13756326,1640354461,0xe74d32c74565cfde6b77b35e0abd260b1243d9a2fda3fd5ff635990b1f301118,2,7382058,238962377662395601473024074794,0
13756326,1640354461,0xe74d32c74565cfde6b77b35e0abd260b1243d9a2fda3fd5ff635990b1f301118,2,7382065,199349498284570926336453944369,0
13756326,1640354461,0xe74d32c74565cfde6b77b35e0abd260b1243d9a2fda3fd5ff635990b1f301118,2,7382063,278576462460329854902517933103,0
13756326,1640354461,0xe74d32c74565cfde6b77b35e0abd260b1243d9a2fda3fd5ff635990b1f301118,2,7382066,6578498075148594146287310382130,1
13756327,1640354464,0x076e6c2460930ac24c2d2b0b92b46fb6b4c7528de7701911833a5a8d4d6e8f16,2,7382068,120121342890786955891722724404,0
13756326,1640354461,0xe74d32c74565cfde6b77b35e0abd260b1243d9a2fda3fd5ff635990b1f301118,2,7382052,159734219869527221029426996260,0
13756326,1640354461,0xe74d32c74565cfde6b77b35e0abd260b1243d9a2fda3fd5ff635990b1f301118,2,7382061,278576463639622187127432848429,0
13756326,1640354461,0xe74d32c74565cfde6b77b35e0abd260b1243d9a2fda3fd5ff635990b1f301118,2,7382060,130769919496418379833245269271596,2
13756326,1640354461,0xe74d32c74565cfde6b77b35e0abd260b1243d9a2fda3fd5ff635990b1f301118,2,7382047,80507262814065137927360390175,0
13756326,1640354461,0xe74d32c74565cfde6b77b35e0abd260b1243d9a2fda3fd5ff635990b1f301118,2,7382046,80506051489054152808169776158,0
13756326,1640354461,0xe74d32c74565cfde6b77b35e0abd260b1243d9a2fda3fd5ff635990b1f301118,2,7382055,120120125624693770439877501991,0
13756326,1640354461,0xe74d32c74565cfde6b77b35e0abd260b1243d9a2fda3fd5ff635990b1f301118,2,7382045,159735427688322640754194293789,0
13756326,1640354461,0xe74d32c74565cfde6b77b35e0abd260b1243d9a2fda3fd5ff635990b1f301118,2,7382048,80507258016685573764325352480,0
13756326,1640354461,0xe74d32c74565cfde6b77b35e0abd260b1243d9a2fda3fd5ff635990b1f301118,2,7382054,159735426472098539785027626022,0
13756326,1640354461,0xe74d32c74565cfde6b77b35e0abd260b1243d9a2fda3fd5ff635990b1f301118,2,7382057,278578870902975559164482331689,0
13756326,1640354461,0xe74d32c74565cfde6b77b35e0abd260b1243d9a2fda3fd5ff635990b1f301118,2,7382049,80507258052645690888971920417,0
13756326,1640354461,0xe74d32c74565cfde6b77b35e0abd260b1243d9a2fda3fd5ff635990b1f301118,2,7382062,80506036103384227824207438894,0
13756326,1640354461,0xe74d32c74565cfde6b77b35e0abd260b1243d9a2fda3fd5ff635990b1f301118,2,7382067,6578495664489922971980115518515,1
13756326,1640354461,0xe74d32c74565cfde6b77b35e0abd260b1243d9a2fda3fd5ff635990b1f301118,2,7382064,159736621266595301245097911344,0
13756328,1640354467,0xe50d60eb2d4cc93c2416979bbd9fce2901f8be46ac3ad99da00946e9180fb4c4,2,7382073,7648078274992714558403563791417,1
13756328,1640354467,0xe50d60eb2d4cc93c2416979bbd9fce2901f8be46ac3ad99da00946e9180fb4c4,2,7382069,278578860242883183584480371765,0
13756328,1640354467,0xe50d60eb2d4cc93c2416979bbd9fce2901f8be46ac3ad99da00946e9180fb4c4,2,7382070,159735407545665936665082897462,0
13756328,1640354467,0xe50d60eb2d4cc93c2416979bbd9fce2901f8be46ac3ad99da00946e9180fb4c4,2,7382071,205600918972285161849490437612599,2
13756328,1640354467,0xe50d60eb2d4cc93c2416979bbd9fce2901f8be46ac3ad99da00946e9180fb4c4,2,7382072,2815160369884426593109955093560,1
13756328,1640354467,0xe50d60eb2d4cc93c2416979bbd9fce2901f8be46ac3ad99da00946e9180fb4c4,2,7382074,278576458993243814870503171130,0
13756329,1640354470,0x1aacef80d91d9b003f0abb41f2f3de5afc6f9b080b3d60da223d0c6a3f380844,2,7382079,80507252151811034526220592191,0
13756329,1640354470,0x1aacef80d91d9b003f0abb41f2f3de5afc6f9b080b3d60da223d0c6a3f380844,2,7382077,159736621228586046289997767741,0
13756329,1640354470,0x1aacef80d91d9b003f0abb41f2f3de5afc6f9b080b3d60da223d0c6a3f380844,2,7382078,238964779022680531732146463806,0
13756330,1640354473,0x69d77abd899a054e9a53be2698ab2914e335ca95b13ad767e043d4b92d0fa006,2,7382092,9034567496937395598160500401228,1
13756330,1640354473,0x69d77abd899a054e9a53be2698ab2914e335ca95b13ad767e043d4b92d0fa006,2,7382096,6620983816623173425821268696933456,3
13756330,1640354473,0x69d77abd899a054e9a53be2698ab2914e335ca95b13ad767e043d4b92d0fa006,2,7382094,5350459154962517247605645288526,1
13756330,1640354473,0x69d77abd899a054e9a53be2698ab2914e335ca95b13ad767e043d4b92d0fa006,2,7382097,80507255655573264023633830993,0
13756330,1640354473,0x69d77abd899a054e9a53be2698ab2914e335ca95b13ad767e043d4b92d0fa006,2,7382085,238964782562116899777868244037,0
13756330,1640354473,0x69d77abd899a054e9a53be2698ab2914e335ca95b13ad767e043d4b92d0fa006,2,7382088,80507245029204968353288987720,0
13756330,1640354473,0x69d77abd899a054e9a53be2698ab2914e335ca95b13ad767e043d4b92d0fa006,2,7382089,199350704812098764501179999305,0
13756330,1640354473,0x69d77abd899a054e9a53be2698ab2914e335ca95b13ad767e043d4b92d0fa006,2,7382093,278577669024822112908794176589,0
13756330,1640354473,0x69d77abd899a054e9a53be2698ab2914e335ca95b13ad767e043d4b92d0fa006,2,7382090,199349505404796840106320241738,0
13756330,1640354473,0x69d77abd899a054e9a53be2698ab2914e335ca95b13ad767e043d4b92d0fa006,2,7382095,238963583045394392936508073039,0
13756330,1640354473,0x69d77abd899a054e9a53be2698ab2914e335ca95b13ad767e043d4b92d0fa006,2,7382084,199349497066871896489323439172,0
13756330,1640354473,0x69d77abd899a054e9a53be2698ab2914e335ca95b13ad767e043d4b92d0fa006,2,7382091,159734221123902440341955978315,0
13756330,1640354473,0x69d77abd899a054e9a53be2698ab2914e335ca95b13ad767e043d4b92d0fa006,2,7382081,278577670243496172075250394177,0
13756330,1640354473,0x69d77abd899a054e9a53be2698ab2914e335ca95b13ad767e043d4b92d0fa006,2,7382083,80506058609602073951393064003,0
13756330,1640354473,0x69d77abd899a054e9a53be2698ab2914e335ca95b13ad767e043d4b92d0fa006,2,7382098,3963968729994942045709292053586,1
13756330,1640354473,0x69d77abd899a054e9a53be2698ab2914e335ca95b13ad767e043d4b92d0fa006,2,7382080,298681345140110252610763662302422080,4
13756330,1640354473,0x69d77abd899a054e9a53be2698ab2914e335ca95b13ad767e043d4b92d0fa006,2,7382082,238963579577334449485074441282,0
13756330,1640354473,0x69d77abd899a054e9a53be2698ab2914e335ca95b13ad767e043d4b92d0fa006,2,7382086,80508462221363684622499619910,0
13756330,1640354473,0x69d77abd899a054e9a53be2698ab2914e335ca95b13ad767e043d4b92d0fa006,2,7382087,159735409943814723841362535495,0
13756329,1640354470,0x1aacef80d91d9b003f0abb41f2f3de5afc6f9b080b3d60da223d0c6a3f380844,2,7382075,80506037320836685591739409467,0
13756329,1640354470,0x1aacef80d91d9b003f0abb41f2f3de5afc6f9b080b3d60da223d0c6a3f380844,2,7382076,238964799092705432830840185916,0
13756331,1640354476,0x0eaf6aadee944a4d1b93492f15bd993e6880bde81df095d12f03458c12c53297,2,7382107,120121339309774481986023367771,0
13756331,1640354476,0x0eaf6aadee944a4d1b93492f15bd993e6880bde81df095d12f03458c12c53297,2,7382103,6380426468197542940703294792791,1
13756331,1640354476,0x0eaf6aadee944a4d1b93492f15bd993e6880bde81df095d12f03458c12c53297,2,7382106,159734212784675956432649102426,0
13756331,1640354476,0x0eaf6aadee944a4d1b93492f15bd993e6880bde81df095d12f03458c12c53297,2,7382105,120121329903015868304720962649,0
13756331,1640354476,0x0eaf6aadee944a4d1b93492f15bd993e6880bde81df095d12f03458c12c53297,2,7382104,159734200978906116246425609304,0
13756331,1640354476,0x0eaf6aadee944a4d1b93492f15bd993e6880bde81df095d12f03458c12c53297,2,7382099,278577663159801206682799875155,0
13756331,1640354476,0x0eaf6aadee944a4d1b93492f15bd993e6880bde81df095d12f03458c12c53297,2,7382101,278576463639626690727060218965,0
13756331,1640354476,0x0eaf6aadee944a4d1b93492f15bd993e6880bde81df095d12f03458c12c53297,2,7382100,199348286995046054481129153620,0
13756331,1640354476,0x0eaf6aadee944a4d1b93492f15bd993e6880bde81df095d12f03458c12c53297,2,7382102,130769920689922689877055867233366,2
13756333,1640354482,0x02f7b9c174cf7264799f8e67e6d547fd5293a0766513d558e56bc520a362f7d6,2,7382120,278576456630942554828185838696,0
13756333,1640354482,0x02f7b9c174cf7264799f8e67e6d547fd5293a0766513d558e56bc520a362f7d6,2,7382119,120121329902942684810776192103,0
13756333,1640354482,0x02f7b9c174cf7264799f8e67e6d547fd5293a0766513d558e56bc520a362f7d6,2,7382118,159736616469216862981969716326,0
13756333,1640354482,0x02f7b9c174cf7264799f8e67e6d547fd5293a0766513d558e56bc520a362f7d6,2,7382113,120122545838562202146506318945,0
13756333,1640354482,0x02f7b9c174cf7264799f8e67e6d547fd5293a0766513d558e56bc520a362f7d6,2,7382116,120122547054789680815393514596,0
13756333,1640354482,0x02f7b9c174cf7264799f8e67e6d547fd5293a0766513d558e56bc520a362f7d6,2,7382115,238962363567894178857300829283,0
13756333,1640354482,0x02f7b9c174cf7264799f8e67e6d547fd5293a0766513d558e56bc520a362f7d6,2,7382117,120121334624339767860629906533,0
13756333,1640354482,0x02f7b9c174cf7264799f8e67e6d547fd5293a0766513d558e56bc520a362f7d6,2,7382114,120122545911234537533570327650,0
13756332,1640354479,0x7fc940e6ff128d7f865e420165d1b23b0022fc4fc048741610daddda1a26569b,2,7382110,199350714255858952720958399582,0
13756332,1640354479,0x7fc940e6ff128d7f865e420165d1b23b0022fc4fc048741610daddda1a26569b,2,7382108,5310845059500127756457134302300,1
13756332,1640354479,0x7fc940e6ff128d7f865e420165d1b23b0022fc4fc048741610daddda1a26569b,2,7382109,120120126880193763759342265437,0
13756332,1640354479,0x7fc940e6ff128d7f865e420165d1b23b0022fc4fc048741610daddda1a26569b,2,7382111,124471282976673746583835642995807,2
13756332,1640354479,0x7fc940e6ff128d7f865e420165d1b23b0022fc4fc048741610daddda1a26569b,2,7382112,199350720196789156566189253728,0
13756334,1640354485,0xe7e354d5a26f7c266e725df19bc7f1f83295c59aea9e9cd9fad406ad2f3add2b,2,7382121,80506057353853256752516080745,0
13756335,1640354488,0xcd2ee96ea6d83d9f79a64d992c87374e3e2c28aa9e3a857feb0549d95b8cc38b,2,7382122,80508475280471790307050038378,0
13756335,1640354488,0xcd2ee96ea6d83d9f79a64d992c87374e3e2c28aa9e3a857feb0549d95b8cc38b,2,7382135,278577658474475704848370148471,0
13756335,1640354488,0xcd2ee96ea6d83d9f79a64d992c87374e3e2c28aa9e3a857feb0549d95b8cc38b,2,7382125,278577666663600590877138920557,0
13756335,1640354488,0xcd2ee96ea6d83d9f79a64d992c87374e3e2c28aa9e3a857feb0549d95b8cc38b,2,7382124,199348294079857912581167555692,0
13756335,1640354488,0xcd2ee96ea6d83d9f79a64d992c87374e3e2c28aa9e3a857feb0549d95b8cc38b,2,7382123,238962368216690984114128462955,0
13756335,1640354488,0xcd2ee96ea6d83d9f79a64d992c87374e3e2c28aa9e3a857feb0549d95b8cc38b,2,7382128,120121345212552441587985065072,0
13756335,1640354488,0xcd2ee96ea6d83d9f79a64d992c87374e3e2c28aa9e3a857feb0549d95b8cc38b,2,7382126,238962369434141190081846748270,0
13756335,1640354488,0xcd2ee96ea6d83d9f79a64d992c87374e3e2c28aa9e3a857feb0549d95b8cc38b,2,7382127,80506056211492693271852917871,0
13756336,1640354491,0x9dca90992cc6dcc9d33294e4bb25b6ecaa6beb7616c63cd51ca0d50646e553ad,2,7382151,80508476459945392416966616199,0
13756336,1640354491,0x9dca90992cc6dcc9d33294e4bb25b6ecaa6beb7616c63cd51ca0d50646e553ad,2,7382141,159735413520213259928820819069,0
13756336,1640354491,0x9dca90992cc6dcc9d33294e4bb25b6ecaa6beb7616c63cd51ca0d50646e553ad,2,7382153,199348285779938846219550368905,0
13756336,1640354491,0x9dca90992cc6dcc9d33294e4bb25b6ecaa6beb7616c63cd51ca0d50646e553ad,2,7382150,124471282982543410701277456278662,2
